Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Czech Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,10527,185440,10527
Czech Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,20609,411569,20609
Czech Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,27163,364680,27163
Czech Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,27526,410518,27526
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,8164,132386,8164
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,11175,217259,11175
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,12418,123009,12418
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,8682,86329,8682
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,12546,157499,12546
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,8152,116485,8152
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,14587,153186,14587
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,31713,366386,31713
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,18149,213576,18149
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,15264,173816,15264
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,12930,214075,12930
Denmark,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,20427,419563,20427
Dominica,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,2322,4868,2322
Dominica,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,84,434,84
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,12203359,29312311,12203359
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,15860544,42276398,15860544
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,22782662,54652404,22782662
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,22066454,53718395,22066454
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,21822137,54238904,21822137
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,19034137,46478660,19034137
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,19127441,49420885,19127441
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,21119666,51189855,21119666
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,20906052,51896871,20906052
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,19488514,47084346,19488514
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,18868343,45220812,18868343
Dominican Republic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,18778234,42917485,18778234
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,25165,70039,25165
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,76428,203073,76428
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,127354,258037,127354
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,104957,238889,104957
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,93204,239120,93204
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,164505,281741,164505
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,101474,214568,101474
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,153176,308973,153176
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,170659,307516,170659
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,120957,457296,120957
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,203267,464969,203267
Ecuador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,224966,486295,224966
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,25040999,94326944,25040999
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,34102964,109184905,34102964
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,30877828,102620729,30877828
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,30863161,104210402,30863161
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,21392021,77836166,21392021
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,30704092,121392952,30704092
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,33465027,138515034,33465027
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,32012910,132039742,32012910
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,34609238,137724325,34609238
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,28925135,108459919,28925135
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,20242938,76527257,20242938
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,29534868,110326625,29534868
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,27560086,81205701,27560086
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,31435788,90798412,31435788
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,38858009,112575067,38858009
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,34513847,94161440,34513847
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,36181516,106919850,36181516
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,41589233,119655729,41589233
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,43451856,134017349,43451856
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,30695829,94225035,30695829
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,34838548,111624586,34838548
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,36653376,111591639,36653376
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,30255752,86589412,30255752
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,38735171,111785062,38735171
Eritrea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,298,3886,298
Eritrea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,1478,6765,1478
Eritrea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,1680,7904,1680
Eritrea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,816,4309,816
Eritrea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,76,262,76
Eritrea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,76,320,76
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,13419,258242,13419
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,26886,650827,26886
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,12986,303597,12986
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,7768,179013,7768
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,7189,134681,7189
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,9860,132107,9860
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,17776,565112,17776
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,14582,270555,14582
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,41273,548575,41273
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,16607,375713,16607
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,19439,367142,19439
Estonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,15574,326178,15574
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,40522,313220,40522
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,191036,957322,191036
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,81573,407360,81573
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,76203,396180,76203
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,49622,187680,49622
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,57535,296957,57535
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,67672,492518,67672
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,9246,63842,9246
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,55369,314608,55369
Eswatini (formerly Swaziland),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,364674,481034,364674
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,5973569,14328972,5973569
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,12041734,18746475,12041734
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,6640333,12991860,6640333
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,4843593,9986240,4843593
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,5393793,12665042,5393793
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,4903284,13856880,4903284
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,4033585,10018853,4033585
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,6505243,14703475,6505243
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,5588729,12976489,5588729
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,5030253,11164211,5030253
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,6224682,12263476,6224682
Ethiopia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,6987730,14939752,6987730
Federated States of Mic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,21,4365,21
Federated States of Mic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,30,428,30
Federated States of Mic,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,72,582,72
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,29506,41889,29506
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,91,9306,91
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,15,265,15
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,21507,11718,21507
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,76,10896,76
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,619,7416,619
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,21692,38150,21692
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,173,4060,173
Fiji,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,173,3170,173
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,483,19001,483
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,1095,18501,1095
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,676,30866,676
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,1142,30033,1142
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,995,24377,995
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,734,19233,734
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,1893,35200,1893
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,1832,27400,1832
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,3220,32654,3220
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,4617,69272,4617
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,1913,60684,1913
Finland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,1235,38749,1235
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,753258,17207491,753258
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,1128527,21312095,1128527
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,689510,16487403,689510
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,1125126,19869675,1125126
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,921604,16957099,921604
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,778151,16772274,778151
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,1120954,19970409,1120954
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,548877,15359676,548877
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,646836,12785316,646836
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,950830,20271779,950830
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,912394,21742710,912394
France,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,772367,21246051,772367
French Indian Ocean Areas,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,74,1795,74
French Indian Ocean Areas,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,4,1714,4
French Indian Ocean Areas,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,158,9287,158
French Indian Ocean Areas,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,4,251,4
French Polynesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,118,825,118
French Polynesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,740,2949,740
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,86,3690,86
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,83,6364,83
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,37,1452,37
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,58,4992,58
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,43,1071,43
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,41,10127,41
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,83,3627,83
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,159,5547,159
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,44,1134,44
French West Indies,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,15,404,15
Gabon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,138,1126,138
Gabon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,30,1214,30
Gabon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,4,3347,4
Gabon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,15,254,15
Gabon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,30,1371,30
Gambia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,1054,2558,1054
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,206073,1092161,206073
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,5391,82523,5391
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,447158,2600883,447158
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,81539,517565,81539
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,136148,914395,136148
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,95558,580304,95558
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,46691,336194,46691
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,104171,630990,104171
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,73653,791027,73653
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,39357,678080,39357
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,60184,550070,60184
Georgia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,284139,2155061,284139
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,235563,1398454,235563
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,202990,1606994,202990
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,382591,2336122,382591
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,391777,1938039,391777
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,493921,1533560,493921
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,520827,1655978,520827
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,456835,2499929,456835
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,314415,2705844,314415
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,320912,2089416,320912
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,170105,2871255,170105
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,166257,2546097,166257
Germany,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,346817,2313529,346817
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,1398928,4367896,1398928
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,979860,3152198,979860
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,955459,3323931,955459
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,1573429,5052057,1573429
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,942967,2758801,942967
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,1150893,2748521,1150893
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,1914773,5475950,1914773
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,1814390,5169986,1814390
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,2825716,8651367,2825716
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,1272311,4225901,1272311
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,723844,2397837,723844
Ghana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,1840767,6307821,1840767
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,26391,627691,26391
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,36417,965718,36417
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,29486,765668,29486
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,54468,807554,54468
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,89234,987633,89234
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,70112,738896,70112
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,39682,799507,39682
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,44655,664110,44655
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,56526,1369357,56526
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,54414,714243,54414
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,60591,777537,60591
Greece,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,25487,638874,25487
Greenland,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,6,298,6
Grenada,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,20,380,20
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,22488634,113953870,22488634
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,21852520,117020949,21852520
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,27717135,134006357,27717135
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,26433215,130966922,26433215
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,24724345,125956839,24724345
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,23429376,132026364,23429376
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,28458629,152457531,28458629
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,20770462,116042522,20770462
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,23249570,133353581,23249570
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,22354132,107938086,22354132
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,18640318,93763549,18640318
Guatemala,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,23289386,127306509,23289386
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,10147,7163,10147
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,4283,4960,4283
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,1140,1158,1140
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,4410,4275,4410
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,355,2498,355
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,303,2947,303
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,493,1905,493
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,3297,2520,3297
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,682,715,682
Guinea,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,3967,5763,3967
Guinea-Bissau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,459,1315,459
Guinea-Bissau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,7788,5555,7788
Guyana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,6,1020,6
Guyana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,131,1976,131
Guyana,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,84,822,84
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,10942343,25577730,10942343
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,16850826,42570945,16850826
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,19038704,46807225,19038704
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,17985257,46125800,17985257
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,18159095,43981523,18159095
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,16401312,41849516,16401312
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,19800266,50565633,19800266
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,15884428,40486521,15884428
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,19285440,47803091,19285440
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,12831077,29290220,12831077
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,14276284,33607837,14276284
Haiti,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,12840615,34187366,12840615
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,32642415,111859522,32642415
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,48946823,163337032,48946823
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,61407556,205346544,61407556
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,47245055,162633300,47245055
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,46547457,163718072,46547457
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,50791506,179580704,50791506
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,51595449,184610043,51595449
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,47273903,168664016,47273903
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,48072732,167768074,48072732
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,50796222,169446476,50796222
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,47225786,164938050,47225786
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,48524886,172252443,48524886
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,438745,4566659,438745
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,487674,4023459,487674
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,423471,3688617,423471
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,369674,2216513,369674
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,467648,3905498,467648
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,6,615355,5134476,615355
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,7,1007243,6509350,1007243
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,8,664555,5118717,664555
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,9,419998,2867599,419998
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,10,233122,1743049,233122
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,11,590353,1699088,590353
Hong Kong,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,12,847457,2140014,847457
Hungary,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,171021,1214441,171021
Hungary,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,50125,935912,50125
Hungary,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,273887,1664082,273887
Hungary,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,45030,966937,45030
